   370.0000      0.9997205    
   375.0000      0.9997545    
   380.0000      0.9997844    
   385.0000      0.9998107    
   390.0000      0.9998338    
   395.0000      0.9998541    
   400.0000      0.9998719    
   405.0000      0.9998876    
   410.0000      0.9999014    
   415.0000      0.9999135    
   420.0000      0.9999241    
   425.0000      0.9999334    
   430.0000      0.9999416    
   435.0000      0.9999487    
   440.0000      0.9999551    
   445.0000      0.9999607    
   450.0000      0.9999655    
   455.0000      0.9999698    
   460.0000      0.9999735    
   465.0000      0.9999768    
   470.0000      0.9999797    
   475.0000      0.9999822    
   480.0000      0.9999844    
   485.0000      0.9999863    
   490.0000      0.9999880    
   495.0000      0.9999895    
   500.0000      0.9999908    
   505.0000      0.9999920    
   510.0000      0.9999929    
   515.0000      0.9999938    
   520.0000      0.9999946    
   525.0000      0.9999952    
   530.0000      0.9999958    
   535.0000      0.9999964    
   540.0000      0.9999969    
   545.0000      0.9999972    
   550.0000      0.9999975    
   555.0000      0.9999978    
   560.0000      0.9999981    
   565.0000      0.9999984    
   570.0000      0.9999987    
   575.0000      0.9999990    
